,web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK,Hist.-Nummer,Kanton,Bezirks-nummer,Bezirksname,BFS Gde-nummer,Gemeindename,Datum der Aufnahme
1737,1669622809-1926,https://www.autolina.ch/elektro-auto,82'700,8302,2019.0,300.0,schwarz,8302.0,99.62,ZH,62.0,Kloten,12673.0,ZH,103.0,Bülach,62,Kloten,1848-09-12
1738,1669622809-1927,https://www.autolina.ch/elektro-auto,52'500,1093,2016.0,525.0,sonstiges,1093.0,25.95,VD,5606.0,Lutry,14640.0,VD,2226.0,Lavaux-Oron,5606,Lutry,2006-09-01
1739,1669622809-1928,https://www.autolina.ch/elektro-auto,38'041,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1740,1669622809-1929,https://www.autolina.ch/elektro-auto,40'713,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1741,1669622809-1930,https://www.autolina.ch/elektro-auto,38'041,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1742,1669622809-1931,https://www.autolina.ch/elektro-auto,41'229,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1743,1669622809-1932,https://www.autolina.ch/elektro-auto,42'682,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1744,1669622809-1933,https://www.autolina.ch/elektro-auto,38'039,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1745,1669622809-1934,https://www.autolina.ch/elektro-auto,39'295,6010,,136.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1746,1669622809-1935,https://www.autolina.ch/elektro-auto,37'500,6010,,136.0,grau,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1747,1669622809-1936,https://www.autolina.ch/elektro-auto,37'500,6010,,136.0,schwarz,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1748,1669622809-1937,https://www.autolina.ch/elektro-auto,40'853,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1749,1669622809-1938,https://www.autolina.ch/elektro-auto,42'726,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1750,1669622809-1939,https://www.autolina.ch/elektro-auto,42'680,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1751,1669622809-1940,https://www.autolina.ch/elektro-auto,25'050,6010,,82.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1752,1669622809-1941,https://www.autolina.ch/elektro-auto,40'854,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1753,1669622809-1942,https://www.autolina.ch/elektro-auto,40'337,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1754,1669622809-1943,https://www.autolina.ch/elektro-auto,41'229,6010,,122.0,weiss,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1755,1669622809-1944,https://www.autolina.ch/elektro-auto,67'999,5036,,371.0,weiss,5036.0,100.0,AG,4010.0,Oberentfelden,12465.0,AG,1901.0,Aarau,4010,Oberentfelden,1848-09-12
1756,1669622809-1945,https://www.autolina.ch/elektro-auto,116'700,1020,,408.0,schwarz,1020.0,99.94,VD,5591.0,Renens (VD),14580.0,VD,2229.0,Ouest lausannois,5591,Renens (VD),2006-09-01
1757,1669622809-1946,https://www.autolina.ch/elektro-auto,103'931,6252,2021.0,136.0,weiss,6252.0,70.13,LU,1125.0,Dagmersellen,15593.0,LU,315.0,Willisau,1125,Dagmersellen,2013-01-01
1758,1669622809-1947,https://www.autolina.ch/elektro-auto,103'931,6252,2021.0,136.0,weiss,6252.0,70.13,LU,1125.0,Dagmersellen,15593.0,LU,315.0,Willisau,1125,Dagmersellen,2013-01-01
1759,1669622809-1948,https://www.autolina.ch/elektro-auto,64'900,2802,2019.0,360.0,blau,2802.0,99.6,JU,6712.0,Develier,13283.0,JU,2601.0,Delémont,6712,Develier,1979-01-01
1760,1669622809-1949,https://www.autolina.ch/elektro-auto,32'900,2923,,136.0,weiss,2923.0,46.52,JU,6807.0,Basse-Allaine,14970.0,JU,2603.0,Porrentruy,6807,Basse-Allaine,2009-01-01
1761,1669622809-1950,https://www.autolina.ch/elektro-auto,9'800,6933,2016.0,17.0,weiss,6933.0,100.0,TI,5205.0,Muzzano,12531.0,TI,2105.0,Lugano,5205,Muzzano,1848-09-12
1762,1669622809-1951,https://www.autolina.ch/elektro-auto,113'300,3172,,327.0,schwarz,3172.0,6.79,BE,355.0,Köniz,15033.0,BE,246.0,Bern-Mittelland,355,Köniz,2010-01-01
1763,1669622809-1952,https://www.autolina.ch/elektro-auto,41'800,1032,2019.0,476.0,weiss,1032.0,1.0,VD,5586.0,Lausanne,14649.0,VD,2225.0,Lausanne,5586,Lausanne,2006-09-01
1764,1669622809-1953,https://www.autolina.ch/elektro-auto,59'900,1032,2017.0,525.0,weiss,1032.0,1.0,VD,5586.0,Lausanne,14649.0,VD,2225.0,Lausanne,5586,Lausanne,2006-09-01
1765,1669622809-1954,https://www.autolina.ch/elektro-auto,37'900,1032,2015.0,525.0,weiss,1032.0,1.0,VD,5586.0,Lausanne,14649.0,VD,2225.0,Lausanne,5586,Lausanne,2006-09-01
1766,1669622809-1955,https://www.autolina.ch/elektro-auto,64'900,4938,2022.0,306.0,grau,4938.0,12.33,BE,322.0,Auswil,15008.0,BE,244.0,Oberaargau,322,Auswil,2010-01-01
1767,1669622809-1956,https://www.autolina.ch/elektro-auto,59'900,8500,,136.0,grau,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1768,1669622809-1957,https://www.autolina.ch/elektro-auto,43'050,3613,,218.0,weiss,3613.0,11.31,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
1769,1669622809-1958,https://www.autolina.ch/elektro-auto,50'450,3613,,218.0,blau,3613.0,11.31,BE,928.0,Heimberg,15326.0,BE,247.0,Thun,928,Heimberg,2010-01-01
1770,1669622809-1959,https://www.autolina.ch/elektro-auto,57'220,1245,,170.0,schwarz,1245.0,34.5,GE,6616.0,Collonge-Bellerive,11597.0,GE,2500.0,Cant. de Genève,6616,Collonge-Bellerive,1848-09-12
1771,1669622809-1960,https://www.autolina.ch/elektro-auto,87'200,1245,,299.0,blau,1245.0,34.5,GE,6616.0,Collonge-Bellerive,11597.0,GE,2500.0,Cant. de Genève,6616,Collonge-Bellerive,1848-09-12
1772,1669622809-1961,https://www.autolina.ch/elektro-auto,57'620,1245,,170.0,schwarz,1245.0,34.5,GE,6616.0,Collonge-Bellerive,11597.0,GE,2500.0,Cant. de Genève,6616,Collonge-Bellerive,1848-09-12
1773,1669622809-1962,https://www.autolina.ch/elektro-auto,114'990,1245,2021.0,381.0,anthrazit,1245.0,34.5,GE,6616.0,Collonge-Bellerive,11597.0,GE,2500.0,Cant. de Genève,6616,Collonge-Bellerive,1848-09-12
1774,1669622809-1963,https://www.autolina.ch/elektro-auto,54'150,1245,2022.0,170.0,schwarz,1245.0,34.5,GE,6616.0,Collonge-Bellerive,11597.0,GE,2500.0,Cant. de Genève,6616,Collonge-Bellerive,1848-09-12
1775,1669622809-1964,https://www.autolina.ch/elektro-auto,59'000,1800,2022.0,408.0,weiss,1800.0,100.0,VD,5890.0,Vevey,14872.0,VD,2230.0,Riviera-Pays-d'Enhaut,5890,Vevey,2006-09-01
1776,1669622809-1965,https://www.autolina.ch/elektro-auto,36'690,1030,2022.0,136.0,grau,1030.0,100.0,VD,5624.0,Bussigny,15651.0,VD,2229.0,Ouest lausannois,5624,Bussigny,2014-05-01
1777,1669622809-1966,https://www.autolina.ch/elektro-auto,35'900,1400,2022.0,118.0,grau,1400.0,100.0,VD,5909.0,Cheseaux-Noréaz,14811.0,VD,2224.0,Jura-Nord vaudois,5909,Cheseaux-Noréaz,2006-09-01
1778,1669622809-1967,https://www.autolina.ch/elektro-auto,60'666,2855,,228.0,sonstiges,2855.0,19.32,JU,6729.0,Haute-Sorne,15624.0,JU,2601.0,Delémont,6729,Haute-Sorne,2013-01-01
1779,1669622809-1968,https://www.autolina.ch/elektro-auto,50'666,2855,,204.0,sonstiges,2855.0,19.32,JU,6729.0,Haute-Sorne,15624.0,JU,2601.0,Delémont,6729,Haute-Sorne,2013-01-01
1780,1669622809-1969,https://www.autolina.ch/elektro-auto,41'900,1122,2021.0,204.0,türkis,1122.0,100.0,VD,5645.0,Romanel-sur-Morges,14606.0,VD,2227.0,Morges,5645,Romanel-sur-Morges,2006-09-01
1781,1669622809-1970,https://www.autolina.ch/elektro-auto,85'000,3946,2020.0,562.0,schwarz,3946.0,0.46,VS,6104.0,Ergisch,12307.0,VS,2306.0,Leuk,6104,Ergisch,1848-09-12
1782,1669622809-1971,https://www.autolina.ch/elektro-auto,30'800,6982,2021.0,136.0,weiss,6982.0,81.29,TI,5141.0,Agno,11722.0,TI,2105.0,Lugano,5141,Agno,1848-09-12
1783,1669622809-1972,https://www.autolina.ch/elektro-auto,31'800,6982,2021.0,136.0,schwarz,6982.0,81.29,TI,5141.0,Agno,11722.0,TI,2105.0,Lugano,5141,Agno,1848-09-12
1784,1669622809-1973,https://www.autolina.ch/elektro-auto,46'500,1950,2022.0,184.0,schwarz,1950.0,0.83,VS,6263.0,Grimisuat,12094.0,VS,2312.0,Sion,6263,Grimisuat,1848-09-12
1785,1669622809-1974,https://www.autolina.ch/elektro-auto,81'900,1122,2021.0,299.0,weiss,1122.0,100.0,VD,5645.0,Romanel-sur-Morges,14606.0,VD,2227.0,Morges,5645,Romanel-sur-Morges,2006-09-01
1786,1669622809-1975,https://www.autolina.ch/elektro-auto,31'150,6512,,82.0,rot,6512.0,15.7,TI,5002.0,Bellinzona,16078.0,TI,2101.0,Bellinzona,5002,Bellinzona,2017-04-02
1787,1669622809-1976,https://www.autolina.ch/elektro-auto,69'260,1716,,299.0,weiss,1716.0,0.95,FR,2138.0,Jaun,12668.0,FR,1003.0,La Gruyère,2138,Jaun,1848-09-12
1788,1669622809-1977,https://www.autolina.ch/elektro-auto,61'900,6467,2022.0,299.0,weiss,6467.0,91.12,UR,1213.0,Schattdorf,13055.0,UR,400.0,Kt. Uri,1213,Schattdorf,1848-09-12
1789,1669622809-1978,https://www.autolina.ch/elektro-auto,54'840,6467,2022.0,204.0,schwarz,6467.0,91.12,UR,1213.0,Schattdorf,13055.0,UR,400.0,Kt. Uri,1213,Schattdorf,1848-09-12
1790,1669622809-1979,https://www.autolina.ch/elektro-auto,159'900,1023,2022.0,571.0,schwarz,1023.0,99.77,VD,5583.0,Crissier,14832.0,VD,2229.0,Ouest lausannois,5583,Crissier,2006-09-01
1791,1669622809-1980,https://www.autolina.ch/elektro-auto,139'900,1814,2021.0,524.0,schwarz,1814.0,100.0,VD,5889.0,La Tour-de-Peilz,14656.0,VD,2230.0,Riviera-Pays-d'Enhaut,5889,La Tour-de-Peilz,2006-09-01
1792,1669622809-1981,https://www.autolina.ch/elektro-auto,135'600,1814,,333.0,grau,1814.0,100.0,VD,5889.0,La Tour-de-Peilz,14656.0,VD,2230.0,Riviera-Pays-d'Enhaut,5889,La Tour-de-Peilz,2006-09-01
1794,1669622809-1983,https://www.autolina.ch/elektro-auto,79'500,1267,2022.0,286.0,grau,1267.0,100.0,VD,5710.0,Coinsins,14817.0,VD,2228.0,Nyon,5710,Coinsins,2006-09-01
1795,1669622809-1984,https://www.autolina.ch/elektro-auto,23'700,1022,2020.0,145.0,grau,1022.0,98.79,VD,5627.0,Chavannes-près-Renens,14860.0,VD,2229.0,Ouest lausannois,5627,Chavannes-près-Renens,2006-09-01
1796,1669622809-1985,https://www.autolina.ch/elektro-auto,71'240,6340,,299.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1797,1669622809-1986,https://www.autolina.ch/elektro-auto,64'900,1772,,184.0,sonstiges,1772.0,0.07,FR,2053.0,Belmont-Broye,15675.0,FR,1001.0,La Broye,2053,Belmont-Broye,2016-01-01
1798,1669622809-1987,https://www.autolina.ch/elektro-auto,69'900,1213,2019.0,408.0,grau,1213.0,0.14,GE,6621.0,Genève,12099.0,GE,2500.0,Cant. de Genève,6621,Genève,1931-01-01
1799,1669622809-1988,https://www.autolina.ch/elektro-auto,67'940,4704,,242.0,grau,4704.0,100.0,BE,981.0,Niederbipp,16130.0,BE,244.0,Oberaargau,981,Niederbipp,2020-01-01
1800,1669622809-1989,https://www.autolina.ch/elektro-auto,41'300,9016,,184.0,rot,9016.0,10.18,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1801,1669622809-1990,https://www.autolina.ch/elektro-auto,106'100,5070,,408.0,schwarz,5070.0,100.0,AG,4163.0,Frick,11953.0,AG,1906.0,Laufenburg,4163,Frick,1848-09-12
1802,1669622809-1991,https://www.autolina.ch/elektro-auto,67'900,9463,,325.0,anthrazit,9463.0,1.58,SG,3251.0,Altstätten,14399.0,SG,1723.0,Rheintal,3251,Altstätten,2003-01-01
1803,1669622809-1992,https://www.autolina.ch/elektro-auto,60'525,8610,,136.0,weiss,8610.0,78.4,ZH,198.0,Uster,10940.0,ZH,109.0,Uster,198,Uster,1848-09-12
1804,1669622809-1993,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1805,1669622809-1994,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1806,1669622809-1995,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1807,1669622809-1996,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1808,1669622809-1997,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1809,1669622809-1998,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1810,1669622809-1999,https://www.autolina.ch/elektro-auto,70'700,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1811,1669622809-2000,https://www.autolina.ch/elektro-auto,68'750,8408,,325.0,schwarz,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1812,1669622809-2001,https://www.autolina.ch/elektro-auto,47'360,8413,,204.0,grau,8413.0,81.12,ZH,223.0,Neftenbach,15514.0,ZH,110.0,Winterthur,223,Neftenbach,2013-01-01
1813,1669622809-2002,https://www.autolina.ch/elektro-auto,70'200,8408,,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1814,1669622809-2003,https://www.autolina.ch/elektro-auto,68'900,5430,,299.0,grün,5430.0,100.0,AG,4045.0,Wettingen,10275.0,AG,1902.0,Baden,4045,Wettingen,1848-09-12
1815,1669622809-2004,https://www.autolina.ch/elektro-auto,83'900,8832,2019.0,796.0,schwarz,8832.0,0.26,SZ,1321.0,Feusisberg,12007.0,SZ,503.0,Höfe,1321,Feusisberg,1848-09-12
1816,1669622809-2005,https://www.autolina.ch/elektro-auto,49'250,1723,,218.0,grau,1723.0,99.93,FR,2206.0,Marly,13249.0,FR,1004.0,La Sarine,2206,Marly,1976-01-01
1817,1669622809-2006,https://www.autolina.ch/elektro-auto,23'900,1723,2022.0,82.0,weiss,1723.0,99.93,FR,2206.0,Marly,13249.0,FR,1004.0,La Sarine,2206,Marly,1976-01-01
1818,1669622809-2007,https://www.autolina.ch/elektro-auto,23'900,1723,2022.0,82.0,weiss,1723.0,99.93,FR,2206.0,Marly,13249.0,FR,1004.0,La Sarine,2206,Marly,1976-01-01
1819,1669622809-2008,https://www.autolina.ch/elektro-auto,49'450,4802,,218.0,grau,4802.0,1.12,AG,4282.0,Rothrist,12852.0,AG,1910.0,Zofingen,4282,Rothrist,1890-01-01
1820,1669622809-2009,https://www.autolina.ch/elektro-auto,38'043,3018,,122.0,weiss,3018.0,11.61,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
1822,1669622809-2011,https://www.autolina.ch/elektro-auto,67'800,3018,,269.0,weiss,3018.0,11.61,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
1823,1669622809-2012,https://www.autolina.ch/elektro-auto,72'980,3018,,292.0,grau,3018.0,11.61,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
1824,1669622809-2013,https://www.autolina.ch/elektro-auto,60'298,4922,2022.0,408.0,silber,4922.0,0.87,BE,321.0,Aarwangen,15007.0,BE,244.0,Oberaargau,321,Aarwangen,2010-01-01
1825,1669622809-2014,https://www.autolina.ch/elektro-auto,65'700,8953,2022.0,242.0,weiss,8953.0,99.32,ZH,243.0,Dietikon,13691.0,ZH,111.0,Dietikon,243,Dietikon,1990-01-01
1826,1669622809-2015,https://www.autolina.ch/elektro-auto,123'700,8008,,408.0,sonstiges,8008.0,5.04,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
1827,1669622809-2016,https://www.autolina.ch/elektro-auto,43'900,8600,2021.0,204.0,weiss,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1828,1669622809-2017,https://www.autolina.ch/elektro-auto,39'900,6900,2021.0,170.0,weiss,6900.0,19.51,TI,5192.0,Lugano,15628.0,TI,2105.0,Lugano,5192,Lugano,2013-04-14
1829,1669622809-2018,https://www.autolina.ch/elektro-auto,39'990,8274,,136.0,weiss,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
1830,1669622809-2019,https://www.autolina.ch/elektro-auto,61'990,8274,,306.0,grau,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
1831,1669622809-2020,https://www.autolina.ch/elektro-auto,32'500,9500,,119.0,weiss,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
1832,1669622809-2021,https://www.autolina.ch/elektro-auto,69'590,9500,,371.0,blau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
1833,1669622809-2022,https://www.autolina.ch/elektro-auto,25'100,9642,,96.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
1834,1669622809-2023,https://www.autolina.ch/elektro-auto,69'590,9642,,371.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
1835,1669622809-2024,https://www.autolina.ch/elektro-auto,61'800,4132,2022.0,299.0,sonstiges,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1838,1669622809-2027,https://www.autolina.ch/elektro-auto,68'300,6340,,325.0,gold,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1839,1669622809-2028,https://www.autolina.ch/elektro-auto,68'300,6340,,325.0,gold,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1840,1669622809-2029,https://www.autolina.ch/elektro-auto,59'950,6340,,229.0,anthrazit,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1841,1669622809-2030,https://www.autolina.ch/elektro-auto,59'750,6340,,229.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1842,1669622809-2031,https://www.autolina.ch/elektro-auto,59'750,6340,,229.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1843,1669622809-2032,https://www.autolina.ch/elektro-auto,40'900,6340,2020.0,204.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1844,1669622809-2033,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grün,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1845,1669622809-2034,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1846,1669622809-2035,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1847,1669622809-2036,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grau,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1848,1669622809-2037,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1849,1669622809-2038,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1850,1669622809-2039,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1851,1669622809-2040,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1852,1669622809-2041,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1853,1669622809-2042,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1854,1669622809-2043,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1855,1669622809-2044,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1856,1669622809-2045,https://www.autolina.ch/elektro-auto,67'750,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1857,1669622809-2046,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grau,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1858,1669622809-2047,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grau,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1859,1669622809-2048,https://www.autolina.ch/elektro-auto,59'950,6340,,229.0,anthrazit,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1860,1669622809-2049,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grau,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1861,1669622809-2050,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grau,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1862,1669622809-2051,https://www.autolina.ch/elektro-auto,67'750,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1863,1669622809-2052,https://www.autolina.ch/elektro-auto,67'750,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1864,1669622809-2053,https://www.autolina.ch/elektro-auto,67'750,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1865,1669622809-2054,https://www.autolina.ch/elektro-auto,68'300,6340,,325.0,gold,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1866,1669622809-2055,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,grün,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1867,1669622809-2056,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1868,1669622809-2057,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
1869,1669622809-2058,https://www.autolina.ch/elektro-auto,68'900,6340,,325.0,schwarz,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
